timestamp,LU1,LU2,LU3,LU4,LU5,LU6,LU7,GX1-X,GX1-Y,GX2-X,GX2-Y,GX3-X,GX3-Y
02/09/2022 23:34,1063.1172,1063.239,943.7967,984.0941,1040.0796,1021.2819,849.4009,0.8873,-0.2443,2.8344,-0.1279,0.8873,-0.2443
02/09/2022 23:45,1063.1321,1063.2734,944.0809,984.1315,1040.0961,1021.2782,849.4136,0.8884,-0.2443,2.8344,-0.1279,0.8884,-0.2443
02/09/2022 23:55,1063.0715,1063.1859,944.1681,984.0324,1039.9762,1021.0137,849.2983,0.888,-0.2443,2.8339,-0.1279,0.888,-0.2443
03/09/2022 00:05,1063.0474,1063.1731,943.7251,984.1165,1039.9677,1020.9926,849.3066,0.8882,-0.2443,2.8344,-0.1279,0.8882,-0.2443
03/09/2022 00:15,1063.0444,1063.1653,943.7796,983.9887,1039.8716,1020.8345,849.2391,0.8882,-0.2443,2.8339,-0.1279,0.8882,-0.2443
03/09/2022 00:26,1063.0255,1063.162,943.4809,984.0137,1039.8961,1020.8221,849.2184,0.888,-0.2443,2.8335,-0.1279,0.888,-0.2443
03/09/2022 00:36,1063.0013,1063.1777,944.0187,984.0963,1039.944,1020.9349,849.3099,0.888,-0.2443,2.8335,-0.1279,0.888,-0.2443
03/09/2022 00:46,1062.949,1063.0939,943.9214,983.9891,1039.8301,1020.7178,849.1208,0.8884,-0.2443,2.8335,-0.1279,0.8884,-0.2443
03/09/2022 00:57,1062.9285,1063.1292,943.7287,984.0718,1039.8176,1020.6649,849.1143,0.888,-0.2443,2.833,-0.1279,0.888,-0.2443
03/09/2022 01:07,1062.9219,1063.1151,944.087,984.021,1039.8542,1020.7703,849.1586,0.8886,-0.2443,2.833,-0.1279,0.8886,-0.2443
03/09/2022 01:17,1062.8744,1063.0751,943.354,983.9583,1039.7627,1020.6539,849.0577,0.8886,-0.2443,2.833,-0.1279,0.8886,-0.2443
03/09/2022 01:27,1062.8834,1063.1143,943.9835,984.0063,1039.8091,1020.7831,849.1122,0.8886,-0.2443,2.833,-0.1279,0.8886,-0.2443
03/09/2022 01:38,1062.8953,1063.0851,943.238,984.0222,1039.8813,1020.8755,849.1437,0.8886,-0.2443,2.833,-0.1279,0.8886,-0.2443
03/09/2022 01:48,1062.8875,1063.1259,943.3916,983.9865,1039.8328,1020.7855,849.1072,0.8886,-0.2443,2.8335,-0.1279,0.8886,-0.2443
03/09/2022 01:58,1062.8912,1063.1174,943.5208,984.012,1039.8801,1021.0716,849.1621,0.8889,-0.2443,2.8335,-0.1279,0.8889,-0.2443
03/09/2022 02:08,1062.9224,1063.1381,943.3963,984.0829,1039.9362,1021.2981,849.2667,0.8891,-0.2443,2.8335,-0.1279,0.8891,-0.2443
03/09/2022 02:19,1062.96,1063.1462,943.3679,984.0837,1039.9816,1021.4612,849.3528,0.8884,-0.2443,2.8335,-0.1279,0.8884,-0.2443
03/09/2022 02:29,1062.939,1063.129,943.8704,984.0875,1039.9283,1021.4194,849.2745,0.8884,-0.2443,2.8326,-0.1279,0.8884,-0.2443
03/09/2022 02:39,1062.9011,1063.1261,944.1462,984.0861,1039.9196,1021.1987,849.2148,0.8889,-0.2443,2.8326,-0.1279,0.8889,-0.2443
03/09/2022 02:50,1062.9231,1063.1477,943.4391,984.0236,1039.906,1021.1044,849.1716,0.8893,-0.2443,2.8333,-0.1279,0.8893,-0.2443
